Name,Star Rating,Verifed Review,Helpful Vote Count,Date,Author,Author Link,Review Link,Review Text
"Works well, but closed hard.",4,YES,0," January 20, 2017",Gary L. Beal,https://amazon.com//gp/profile/amzn1.account.AGESWHRLOXYWAKDZ5SNAY36P665Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1BDF4KYAFD574/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"The umbrella is well constructed and uses excellent materials.  I like the way it double folds when it closes; it takes up less room.  However, when closing it, it is very hard to get it to ""catch"" so that it stays closed.  I am unable to do it with one hard, or by pushing one end of the umbrella against my leg or body.  It takes two hands to close, and that is somewhat inconvenient.  It takes the edge off an otherwise excellent product."
Love it! Fits right where I want it in ...,5,YES,0," July 2, 2017",Terry R,https://amazon.com//gp/profile/amzn1.account.AHLQUWLU2BEFTNKI63GD6O3SVCMA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2AMRS6QYT034Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Love it! Fits right where I want it in the niche next to the seat in my van. I'm looking forward to using it the next time I'm caught in a downpour.
Looks good!,5,YES,0," December 15, 2017",mweerth,https://amazon.com//gp/profile/amzn1.account.AGQ5MORJ3KWDITN5CY2KBUCOSIGA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R6PWPSJOXYWHK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Actually, it is to be a gift so I don't really know.... But it looks good and was delivered on time!"
Sometimes feels like I'm fighting it,4,YES,0," December 6, 2016",Eston Melton,https://amazon.com//gp/profile/amzn1.account.AFWKTNI745FLDNREHDOLKQ3LMERQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2L531LTIZH0JE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Snappy to open. Sometimes feels like I'm fighting it, or like pieces are grinding unhealthily, when I try to squeeze it. Has stood up to a few days' rain and I hope it withstands many more years of use."
Really nice umbrella,5,YES,0," February 20, 2017",Charlie B Vermont,https://amazon.com//gp/profile/amzn1.account.AED52IHS4WMZZD6VGF3BONGTUTKQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RKX1TJ3AIVB9N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Updated: Sadly, left my Repel on a bus...  And bought another one!  Seriously, they're great.Love it!  Strong, small, fairly light.  Does the trick for me."
I love this umbrella,5,YES,0," March 6, 2018",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHXZAJDLADPVDI5B6SMREHDPPMFA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2WAEV9AYP42PJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,I love this umbrella.  It is small enough to fit in my purse.  It opens and closes very easily.  The structure is sturdy and it held up on a particularly windy day.  Very easy to fit back into the case.
"Nice, sturdy umbrella",5,YES,0," April 21, 2017",LTB510,https://amazon.com//gp/profile/amzn1.account.AFE6PDATNIK5YCE3PUAPZEXRCOEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RY2044EYGFDMU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Works very well and seems sturdy for a compact umbrella.  I expect this one will last me much longer than other compact umbrellas I've purchased at this price though.
Perfect compact umbrella!,5,YES,0," November 3, 2017",raindrop1978,https://amazon.com//gp/profile/amzn1.account.AGQGMLTGN3Q46BXB3ELZEFKKHLUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R26M6ZSBBTLDQ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Well-made and very compact umbrella with simple one-touch button for opening and closing. I ordered two and one was defective. I contacted the seller and they replaced it right away.
Broke after only a few uses.,1,YES,On," March 25, 2017",Margaret M.,https://amazon.com//gp/profile/amzn1.account.AHTJS2ZJ4AX7PRVKR3DFERG25JFA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R45NCNIT8FLZZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,I wouldn't buy this again.  Nothing as described.
This umbrella is small and love the additional shade it provides due to its double ...,4,YES,0," October 30, 2017",Jeff S.,https://amazon.com//gp/profile/amzn1.account.AGNMVSCNRJUVUHOXQHJADN75AJHA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1I7C4HT6KJ3XO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,This umbrella is small and love the additional shade it provides due to its double ply shade layer.  Good value.
Open/close button very hard to press.,2,YES,0," October 12, 2016",ac_360,https://amazon.com//gp/profile/amzn1.account.AGVKNL464BA5NUREFRYN3X6M6IGQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2A9R2M2T2EP2L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"The automatic open button is very hard to press. I hurt my thumb pushing down on it. But once I got it to open, it works just fine. Though, I still got wet cause it took a while to push the button to open/close it again. Maybe it was defective, but I've never had any button issues with Totes and other brands of umbrellas."
Fits in the outside pouch of a backpack nicely.,5,YES,0," April 24, 2018",colonel,https://amazon.com//gp/profile/amzn1.account.AHUCS2GTKBVSGZL7ZTO35SA3H5SA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2B7L9TCNO26BY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"This is quality, you can tell by the way it opens and closes and just by holding it."
Just what I wanted,5,YES,0," August 28, 2017",Les Kahler,https://amazon.com//gp/profile/amzn1.account.AHEKVZ2TANZ4CJFGNVHWZDJDGV3A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R61UZ6E6BRB3T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,This item is just what I needed. The only problem was the package was opened upon receiving it. All items were there but don't understand why package was opened!
... yet but the button to open and close is pretty cool. Seems like it may be problematic later ...,5,YES,0," March 28, 2017",Thomas,https://amazon.com//gp/profile/amzn1.account.AGDDOSLEP2ZSDGWBDIKTWTJFWI3A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R33KFYWBZ6VLMB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Hasn't rained yet but the button to open and close is pretty cool. Seems like it may be problematic later on. We will see. Nice and small. I dig it.
travel size,5,YES,0," January 8, 2018",AXSBUS64,https://amazon.com//gp/profile/amzn1.account.AHIBIA3ZNHWOP5HSXIIGVA6SKSJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RCUD6Z8TN82BA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Perfect for one person.  Small for two people.  Press button open and extension. Press second time to close. Manually push it to fully close position. Well made.
Five Stars,5,YES,0," July 3, 2017",ATHANASIUS,https://amazon.com//gp/profile/amzn1.account.AHGB7TCQMH2N7VZ2KJT76IA6NQ5A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R24FOFBFKYDHL5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Very well made, delivered as promised. Constructed with heavy duty stretchers and ribs.. it laughs at wind and rain.."
but it's not like it's an exausting task,5,YES,0," August 28, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AEHQPZG6I4LTVHILGMVQRVXOXSBA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3CYQ7BJYS99J2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Arrived when promissed A+.  Opens and closes with a touch of the button (very entertaining).  Takes a little extra effort to fullly close it, but it's not like it's an exausting task.  Hasn't rained since it arrived (go figure) but I'm sure it will do a fine job keeping the rain off my head."
Solid unit...,5,YES,0," June 24, 2016",*JEFF CREEDEN*,https://amazon.com//gp/profile/amzn1.account.AE7MLL3Z56VGDROS27XYEVKCMGIA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R229WCINDH8RBG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Bringing it to Ireland on July 3rd. Tested it's function at home and it appears to be well built and high quality... I shopped around before buying this brand and found this to be the best quality and the best deal...
A good one.,5,YES,0," November 16, 2017",Happy Jack,https://amazon.com//gp/profile/amzn1.account.AG6EJZTQRNIQDGEROBYEZ5ENGN3Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R5DO5GUTXOVYY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,In Oregon a good umbrella is an important piece of equipment. This is the best one I have ever had. Recommend highly.
Great for keeping in the car,5,YES,0," March 1, 2017",Paddy,https://amazon.com//gp/profile/amzn1.account.AGB7XYEXVUNDKX6N77OGXD37KLEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3VK6C74PQ95RW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Was great.  Bought for family member and it got stolen out of shopping cart two days later.  Bought another in red, so it wouldn't be forgotten."
Easily Worth More Than The Price,5,YES,0," March 30, 2017",By The Numbers,https://amazon.com//gp/profile/amzn1.account.AFSYOKZHOR2HT6DRVIYFYKMLCP3A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1M2CYK3IPWN0A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Very solidly made.  I especially like the way that it closes.  You don't need the effort that you usually need with other well-made umbrellas.
Great umbrella for the price,5,YES,0," June 8, 2017",Nick P,https://amazon.com//gp/profile/amzn1.account.AHYTLHTQX2Z3AXVR4OY7P7FTPPWQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1KRS36HQ7YELU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Great umbrella for the price, solid construction. Small enough to fit inside a backpack water-bottle holster (where I keep mine).When deployed, will comfortably shield one person. Can squeeze two under, but probably not more than that (unless they're children)."
Quality umbrella,5,YES,0," June 27, 2017",vasya24,https://amazon.com//gp/profile/amzn1.account.AECQCWJACX4725KYMAYSV3MA4CDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R9RAYKBACNXQB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Well made and easy to use. A bit heavier than I would prefer for travel but hopefully worth the way as it stands up to the elements.
"A little small, but that's my fault for not ...",4,YES,0," April 13, 2018",Blake Ballard,https://amazon.com//gp/profile/amzn1.account.AEJV6557Z4YDWLZL5L2RKOREUCJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1FO55QEGT7PQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"A little small, but that's my fault for not checking the measurements. It's JUST big enough to keep a single person dry in a light downpour. During a storm with wind and all, you might get a little wet from the rain coming at you at an angle."
"Great, sturdy umbrellas!",5,YES,0," July 15, 2017",Tamara S. Barlow,https://amazon.com//gp/profile/amzn1.account.AGS5QVNL7X4L2OSVTHVOLZ6YEH7A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RXQXK3EX6LZ9P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,We purchased these to take to Europe and Iceland.  We had some really windy and rainy days.  The umbrellas held up to both better than any I have used in the past.  They were a tiny bit heavier than ideal for travel but definitely worth it.
Garcinia Cambogia & Apple Cider Vinegar Weight Loss Combo - Assorted Styles,5,YES,0," September 5, 2017",Marie C Torres,https://amazon.com//gp/profile/amzn1.account.AFFBHOBUJ255LXVC2W64CENS7SVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RYITLL52S9ZCQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Good size and I think this gift for a friend will be a lovely surprise when he gets it at Christmas.
Great product!,5,YES,0," April 20, 2018",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFSBDMNENLNEUF5SE6AA4CKOJOKA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R20318YARFC2FL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great product!.  This has been used several times now and works as described.  Customer service followup email was nice....good to see they are there if needed!
The quality is excellent and the mechanisms are smooth and effortless,5,YES,0," May 29, 2017",Leebury,https://amazon.com//gp/profile/amzn1.account.AFFPQUQNQUJ2W6DRMWC2PN5GERZA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RPBYQI5ENZRWA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,The moment you put this in your hand you know it is not an ordinary travel umbrella.  The quality is excellent and the mechanisms are smooth and effortless.  I'm looking forward to a rainy day!
... gift so haven't tried it out but service was fine and product looks great,5,YES,0," December 5, 2017",Betsey,https://amazon.com//gp/profile/amzn1.account.AHORUJAKXZ3RURDLZ4NR7H6DUSQA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2Q21CSK9VTF3G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Bought this for a Christmas gift so haven't tried it out but service was fine and product looks great.  Would recommend this item and this company.
Five Stars,5,YES,0," November 11, 2017",S. Wigginton,https://amazon.com//gp/profile/amzn1.account.AFQGZENWHPSCFVKT5CXZ5DJBPDQQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1AM4GVHP4BU9L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Seems to be well built. Compact and lightweight. We'll see how it holds up over time.
Excellent customer service,4,YES,0," March 21, 2017",Evelyn Schoepp,https://amazon.com//gp/profile/amzn1.account.AHYIP2QHG3VBBYRVANJALTMW7LDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R9H32CADAO3MS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,I purchased this umbrella in early February and after maybe 10 uses it broke. The umbrella will not fully close or stay open. Pretty disappointed due to all of the raving reviews.**UPDATE: the company contacted me immediately offering to ship me a new umbrella absolutely free and refund my money for the old one. Such excellent customer service that it is worth giving them another shot!
I recommend. Thanks,5,YES,0," July 10, 2018",vshard,https://amazon.com//gp/profile/amzn1.account.AHAN4F3MEH7RQYG2ELMJ3MX3KOTQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R37SW0UH2JXQDJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"""5 Stars"" Product. High quality. I recommend. Thanks."
Five Stars,5,YES,0," May 8, 2018",Fluffy,https://amazon.com//gp/profile/amzn1.account.AGLNQUYPFMJHMVDLYWVBACEJGNSQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2GMBRBZ0W3LJV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,A very handy umbrella. Very compact in size. Feels well constructed.
I gotta say this is an amazing umbrella. Only complaint would be that the handle ...,5,YES,On," March 21, 2018",Rose Gray,https://amazon.com//gp/profile/amzn1.account.AFQTC2L6HM6K5L2VCTRJGHEUJJNA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RK5BBZMC3KGSI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,I gotta say this is an amazing umbrella. Only complaint would be that the handle is a bit short so I have to hold my arm higher up in the air which is slightly tiring but I think I will survive...
Weather tested,5,YES,0," April 7, 2017",Michelle Bautista,https://amazon.com//gp/profile/amzn1.account.AHDLDGCH4SOJZFHCGP7ZQF3MDMMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3GYJOOUKVWZL5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I bought these for a trip to New York. While we saw abandoned broken umbrellas everywhere ours held strong. Love the click open and close feature. Small and compact, great for travel!"
Perfect.,5,YES,0," April 17, 2018",Constance Iler,https://amazon.com//gp/profile/amzn1.account.AG5GXXNSVEHDCU4657L2VULOMCNQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R75V75XYQEFQG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"It looks great, was a good price and with the guarantee I can't go wrong. The opening and closing mechanism is working exactly as described. I love it."
"Have used for less than a week, already busted and flipped twice.",1,YES,0," May 3, 2018",KMc,https://amazon.com//gp/profile/amzn1.account.AE2AOYSSGW2HARW7DL5NITJD2STQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3G46SRII8FDG4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"So very disappointed. This ""windproof"" umbrella turned inside out twice this morning within 5 minutes. The quality is equally poor with one of the prongs (sorry, I don't know the official name) also being detached from the fabric within two days."
Great Umbrella.,5,YES,0," April 29, 2017",D. Wall,https://amazon.com//gp/profile/amzn1.account.AHCIBBMF2PMFYTNF2HHROSJC2HRQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RKFPEPLPW8U3R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"This is my second umbrella.  I bought it to carry in my laptop bag and as a backup to the one first I bought to keep in the car.  Works well to repel rain, open, closes and dries quickly."
Broke after 4-5 uses,4,YES,On," October 27, 2016",B. Davis,https://amazon.com//gp/profile/amzn1.account.AFRULKOM7CN3LICPXS4CAVWCK3WQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1I3SCEEILCBFK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I maybe opened the umbrella 4-5 times before it broke. The plastic piece connecting the canopy to the rod broke, so there was also no way to repair it.UPDATE, FEB. 28th, 2017The seller reached out to me last week to apologize for the inconvenience and offered me a refund or new umbrella. For that, i've changed my review from one to four stars."
Great little umbrella and seller!,5,YES,0," January 26, 2017",Jason,https://amazon.com//gp/profile/amzn1.account.AF2X2RC3VBOG75L25MFCYWYBBYOA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R291N4567FUW5B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Great compact and tough umbrella! really pleased with it and the sellers customer service. An all around good transaction from top to bottom. Item description was accurate and delivery was prompt, living in the Great Northwest you need a quick light effective umbrella and I think a found one here! Thanks"
Like most compactible umbrellas I've used,4,YES,0," November 27, 2017",Dan,https://amazon.com//gp/profile/amzn1.account.AG2ORAWPMUF6PXJY5Y4SD7SNVEMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RRK8T2S2NTOWJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Does it's job well, just wish it was a little larger in diameter.  Like most compactible umbrellas I've used, I can't easily cover myself and a backpack."
Terrible - invest in something that is wind-resistant,1,YES,On," November 11, 2017",MLW,https://amazon.com//gp/profile/amzn1.account.AHWIXRLXE6KDNVZOZ2RA2AJU75IA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2F6KHMJNN1BKP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"This item was terrible.  It was not at all wind-resistant, and broke  immediately when exposed to wind.  One of the joints snapped, rendering the entire thing useless.  I want my money back, but don't see any option for return."
